Model,Year_of_Manufacture,Number_of_Engines,Engine_Type,Capacity,Range_(km),Fuel_Consumption_(L/hour),Hourly_Maintenance_Cost_($),Age,Sales_Region,Price_($),Company,Age_Group,HMC_per_person,Engine_Power_Factor,Price_per_Seat,Seats_per_Engine,Company_Popularity,FuelCost_Maint_Index,Engine_to_Capacity
Airbus A350,1983,2,Turbofan,350,14800,5.86,4757.54,42,Africa,463280961.25,Airbus,40+,13.592971428571428,12,1323659.8892857144,175.0,4155,53.4354,0.005714285714285714
Boeing 777,2007,2,Turbofan,396,15600,13.66,1427.0,18,South America,564969632.24,Boeing,10-20,3.6035353535353534,12,1426690.9905050506,198.0,4132,27.93,0.005050505050505051
Bombardier CRJ200,2018,2,Turbofan,50,3000,9.38,1850.09,7,South America,19898392.7,Bombardier,0-10,37.001799999999996,12,397967.854,25.0,2051,27.880899999999997,0.04
Boeing 737,1992,2,Turbofan,162,5700,7.43,3272.99,33,South America,55488041.1,Boeing,30-40,20.203641975308642,12,342518.77222222224,81.0,4132,40.1599,0.012345679012345678
Airbus A320,1987,2,Turbofan,180,6300,7.29,3339.71,38,Asia,63002445.84,Airbus,30-40,18.553944444444443,12,350013.58800000005,90.0,4155,40.6871,0.011111111111111112
Boeing 737,2005,2,Turbofan,162,5700,14.32,936.66,20,North America,66673433.18,Boeing,10-20,5.781851851851852,12,411564.402345679,81.0,4132,23.6866,0.012345679012345678
Airbus A320,1993,2,Turbofan,180,6300,4.82,2510.25,32,Australia,70871008.82,Airbus,30-40,13.945833333333333,12,393727.82677777775,90.0,4155,29.9225,0.011111111111111112
Airbus A320,1991,2,Turbofan,180,6300,3.93,951.0,34,Africa,74944153.18,Airbus,30-40,5.283333333333333,12,416356.4065555556,90.0,4155,13.44,0.011111111111111112
Bombardier CRJ200,1989,2,Turbofan,50,3000,10.11,2389.82,36,Europe,11494486.52,Bombardier,30-40,47.796400000000006,12,229889.7304,25.0,2051,34.0082,0.04
Airbus A350,2008,2,Turbofan,350,14800,2.0,3330.0,17,Africa,515916632.49,Airbus,10-20,9.514285714285714,12,1474047.5214,175.0,4155,35.3,0.005714285714285714
Airbus A350,1993,2,Turbofan,350,14800,4.18,3491.6,32,Europe,384923183.09,Airbus,30-40,9.975999999999999,12,1099780.5231142857,175.0,4155,39.096,0.005714285714285714
Boeing 737,2006,2,Turbofan,162,5700,4.1,4176.65,19,Australia,82862161.43,Boeing,10-20,25.781790123456787,12,511494.82364197535,81.0,4132,45.8665,0.012345679012345678
Cessna 172,1982,1,Piston,4,1285,32.39,3175.39,43,Africa,169881.26,Cessna,40+,793.8475,1,42470.315,4.0,2039,64.1439,0.25
Airbus A350,1999,2,Turbofan,350,14800,7.48,959.43,26,Australia,445523352.07,Airbus,20-30,2.741228571428571,12,1272923.8630571428,175.0,4155,17.0743,0.005714285714285714
Airbus A350,1981,2,Turbofan,350,14800,4.6,1002.54,44,Africa,442698574.61,Airbus,40+,2.8644,12,1264853.0703142858,175.0,4155,14.625399999999999,0.005714285714285714
Boeing 737,1993,2,Turbofan,162,5700,8.35,1636.88,32,South America,61612248.18,Boeing,30-40,10.104197530864198,12,380322.5196296296,81.0,4132,24.7188,0.012345679012345678
Boeing 777,1983,2,Turbofan,396,15600,7.71,1067.27,42,Europe,465763596.76,Boeing,40+,2.6951262626262626,12,1176170.6988888888,198.0,4132,18.3827,0.005050505050505051
Airbus A350,1982,2,Turbofan,350,14800,11.76,1231.85,43,North America,369842377.79,Airbus,40+,3.519571428571428,12,1056692.5079714286,175.0,4155,24.0785,0.005714285714285714
Cessna 172,2000,1,Piston,4,1285,19.13,3620.36,25,Europe,201512.8,Cessna,20-30,905.09,1,50378.2,4.0,2039,55.333600000000004,0.25
Cessna 172,2012,1,Piston,4,1285,32.53,842.14,13,North America,337359.18,Cessna,10-20,210.535,1,84339.795,4.0,2039,40.9514,0.25
Airbus A320,2020,2,Turbofan,180,6300,6.28,3890.74,5,North America,138374009.95,Airbus,0-10,21.615222222222222,12,768744.4997222221,90.0,4155,45.1874,0.011111111111111112
Boeing 737,1982,2,Turbofan,162,5700,14.07,2697.57,43,Australia,64375685.77,Boeing,40+,16.651666666666667,12,397380.7763580247,81.0,4132,41.045700000000004,0.012345679012345678
Airbus A350,1999,2,Turbofan,350,14800,11.22,1206.51,26,Australia,386883981.08,Airbus,20-30,3.4471714285714286,12,1105382.8030857143,175.0,4155,23.2851,0.005714285714285714
Boeing 737,1988,2,Turbofan,162,5700,13.34,3436.78,37,Africa,61790376.71,Boeing,30-40,21.21469135802469,12,381422.0784567901,81.0,4132,47.707800000000006,0.012345679012345678
Boeing 777,1981,2,Turbofan,396,15600,14.13,1094.81,44,Australia,378187682.0,Boeing,40+,2.764671717171717,12,955019.398989899,198.0,4132,25.0781,0.005050505050505051
Bombardier CRJ200,2007,2,Turbofan,50,3000,13.83,2419.86,18,Africa,15274277.76,Bombardier,10-20,48.397200000000005,12,305485.5552,25.0,2051,38.028600000000004,0.04
Boeing 777,2012,2,Turbofan,396,15600,9.76,1834.42,13,Europe,596374029.32,Boeing,10-20,4.6323737373737375,12,1505995.0235353536,198.0,4132,28.1042,0.005050505050505051
Airbus A350,2009,2,Turbofan,350,14800,7.01,4303.55,16,Africa,527117057.3,Airbus,10-20,12.295857142857143,12,1506048.735142857,175.0,4155,50.045500000000004,0.005714285714285714
Airbus A320,2003,2,Turbofan,180,6300,11.56,3620.93,22,South America,96598398.12,Airbus,20-30,20.11627777777778,12,536657.7673333334,90.0,4155,47.7693,0.011111111111111112
Boeing 737,2007,2,Turbofan,162,5700,2.35,1732.83,18,Europe,82507288.81,Boeing,10-20,10.69648148148148,12,509304.2519135803,81.0,4132,19.6783,0.012345679012345678
Boeing 737,1982,2,Turbofan,162,5700,14.4,4553.39,43,Europe,62632251.1,Boeing,40+,28.107345679012347,12,386618.8339506173,81.0,4132,59.9339,0.012345679012345678
Bombardier CRJ200,2005,2,Turbofan,50,3000,11.45,3809.21,20,Europe,15319909.73,Bombardier,10-20,76.1842,12,306398.1946,25.0,2051,49.542100000000005,0.04
Cessna 172,2022,1,Piston,4,1285,32.37,4109.47,3,North America,416611.96,Cessna,0-10,1027.3675,1,104152.99,4.0,2039,73.4647,0.25
Bombardier CRJ200,2005,2,Turbofan,50,3000,12.14,3567.32,20,North America,13788808.77,Bombardier,10-20,71.3464,12,275776.1754,25.0,2051,47.8132,0.04
Airbus A350,1984,2,Turbofan,350,14800,7.9,4077.67,41,North America,362083998.8,Airbus,40+,11.650485714285715,12,1034525.7108571429,175.0,4155,48.6767,0.005714285714285714
Cessna 172,2008,1,Piston,4,1285,27.51,4221.16,17,North America,282107.69,Cessna,10-20,1055.29,1,70526.9225,4.0,2039,69.7216,0.25
Boeing 777,2018,2,Turbofan,396,15600,9.47,3847.65,7,Africa,680515553.41,Boeing,0-10,9.71628787878788,12,1718473.6197222222,198.0,4132,47.9465,0.005050505050505051
Bombardier CRJ200,2017,2,Turbofan,50,3000,8.4,2320.71,8,Europe,17927797.43,Bombardier,0-10,46.4142,12,358555.9486,25.0,2051,31.607100000000003,0.04
Boeing 737,2013,2,Turbofan,162,5700,5.8,2201.75,12,Europe,104560929.35,Boeing,10-20,13.591049382716049,12,645437.8354938271,81.0,4132,27.817500000000003,0.012345679012345678
Cessna 172,2016,1,Piston,4,1285,30.02,2247.91,9,Australia,353608.96,Cessna,0-10,561.9775,1,88402.24,4.0,2039,52.4991,0.25
Airbus A350,2016,2,Turbofan,350,14800,5.72,2234.72,9,South America,565791859.39,Airbus,0-10,6.384914285714285,12,1616548.1696857142,175.0,4155,28.067199999999996,0.005714285714285714
Bombardier CRJ200,1997,2,Turbofan,50,3000,2.96,4993.23,28,South America,10783930.22,Bombardier,20-30,99.8646,12,215678.6044,25.0,2051,52.8923,0.04
Boeing 737,1996,2,Turbofan,162,5700,13.88,4277.86,29,South America,66439033.55,Boeing,20-30,26.406543209876542,12,410117.4910493827,81.0,4132,56.6586,0.012345679012345678
Bombardier CRJ200,2012,2,Turbofan,50,3000,12.71,2306.65,13,Africa,17714077.87,Bombardier,10-20,46.133,12,354281.55740000005,25.0,2051,35.7765,0.04
Boeing 737,2017,2,Turbofan,162,5700,6.44,1921.45,8,Australia,107062896.96,Boeing,0-10,11.860802469135804,12,660882.08,81.0,4132,25.654500000000002,0.012345679012345678
Cessna 172,2000,1,Piston,4,1285,24.92,2288.11,25,North America,268463.46,Cessna,20-30,572.0275,1,67115.865,4.0,2039,47.801100000000005,0.25
Boeing 737,1998,2,Turbofan,162,5700,2.24,1605.11,27,South America,59078332.1,Boeing,20-30,9.908086419753086,12,364681.06234567903,81.0,4132,18.2911,0.012345679012345678
Bombardier CRJ200,2022,2,Turbofan,50,3000,7.83,2703.56,3,Europe,19902965.92,Bombardier,0-10,54.0712,12,398059.31840000005,25.0,2051,34.8656,0.04
Airbus A320,2006,2,Turbofan,180,6300,4.25,4449.19,19,Africa,104051612.34,Airbus,10-20,24.71772222222222,12,578064.513,90.0,4155,48.741899999999994,0.011111111111111112
Boeing 777,1993,2,Turbofan,396,15600,7.82,590.55,32,Europe,339697165.53,Boeing,30-40,1.4912878787878787,12,857821.1250757575,198.0,4132,13.7255,0.005050505050505051
Airbus A320,1994,2,Turbofan,180,6300,9.58,3414.89,31,South America,77775854.35,Airbus,30-40,18.97161111111111,12,432088.0797222222,90.0,4155,43.728899999999996,0.011111111111111112
Boeing 777,2004,2,Turbofan,396,15600,2.9,1693.46,21,Asia,517671261.54,Boeing,20-30,4.276414141414142,12,1307250.6604545454,198.0,4132,19.8346,0.005050505050505051
Airbus A320,1986,2,Turbofan,180,6300,5.38,4289.57,39,Europe,90062017.79,Airbus,30-40,23.830944444444444,12,500344.5432777778,90.0,4155,48.2757,0.011111111111111112
Bombardier CRJ200,2015,2,Turbofan,50,3000,3.54,3437.88,10,South America,22254967.63,Bombardier,0-10,68.7576,12,445099.3526,25.0,2051,37.918800000000005,0.04
Bombardier CRJ200,2014,2,Turbofan,50,3000,6.17,4215.12,11,Australia,17246708.74,Bombardier,10-20,84.30239999999999,12,344934.1748,25.0,2051,48.321200000000005,0.04
Boeing 737,2022,2,Turbofan,162,5700,10.81,4094.84,3,Asia,134934043.34,Boeing,0-10,25.27679012345679,12,832926.1934567902,81.0,4132,51.7584,0.012345679012345678
Boeing 777,2019,2,Turbofan,396,15600,10.43,2791.53,6,North America,706595288.71,Boeing,0-10,7.049318181818182,12,1784331.5371464647,198.0,4132,38.3453,0.005050505050505051
Cessna 172,2001,1,Piston,4,1285,28.11,2730.34,24,Europe,228116.16,Cessna,20-30,682.585,1,57029.04,4.0,2039,55.4134,0.25
Boeing 777,1981,2,Turbofan,396,15600,13.44,664.83,44,Asia,429198380.02,Boeing,40+,1.6788636363636364,12,1083834.292979798,198.0,4132,20.0883,0.005050505050505051
Bombardier CRJ200,1984,2,Turbofan,50,3000,6.77,4212.61,41,Europe,12748904.99,Bombardier,40+,84.25219999999999,12,254978.0998,25.0,2051,48.896100000000004,0.04
Bombardier CRJ200,2008,2,Turbofan,50,3000,7.51,854.42,17,Africa,15214347.07,Bombardier,10-20,17.0884,12,304286.9414,25.0,2051,16.0542,0.04
Bombardier CRJ200,1990,2,Turbofan,50,3000,9.77,886.38,35,Europe,12164880.54,Bombardier,30-40,17.7276,12,243297.6108,25.0,2051,18.6338,0.04
Airbus A320,2017,2,Turbofan,180,6300,8.33,3529.43,8,South America,134159588.62,Airbus,0-10,19.607944444444442,12,745331.0478888889,90.0,4155,43.6243,0.011111111111111112
Bombardier CRJ200,1999,2,Turbofan,50,3000,3.32,1287.53,26,Africa,12105302.65,Bombardier,20-30,25.7506,12,242106.053,25.0,2051,16.1953,0.04
Boeing 777,1991,2,Turbofan,396,15600,2.02,3389.94,34,Australia,320671454.55,Boeing,30-40,8.560454545454546,12,809776.4003787879,198.0,4132,35.9194,0.005050505050505051
Airbus A320,2001,2,Turbofan,180,6300,11.27,3699.79,24,Africa,70396151.38,Airbus,20-30,20.554388888888887,12,391089.7298888889,90.0,4155,48.2679,0.011111111111111112
Bombardier CRJ200,2009,2,Turbofan,50,3000,12.2,4290.39,16,Australia,16169275.74,Bombardier,10-20,85.8078,12,323385.5148,25.0,2051,55.10390000000001,0.04
Cessna 172,2011,1,Piston,4,1285,24.88,4924.74,14,Asia,294338.34,Cessna,10-20,1231.185,1,73584.585,4.0,2039,74.1274,0.25
Cessna 172,2012,1,Piston,4,1285,35.0,2483.93,13,South America,253369.42,Cessna,10-20,620.9825,1,63342.355,4.0,2039,59.839299999999994,0.25
Airbus A320,1988,2,Turbofan,180,6300,13.26,1265.94,37,Europe,85391366.28,Airbus,30-40,7.033,12,474396.4793333333,90.0,4155,25.919400000000003,0.011111111111111112
Airbus A350,2013,2,Turbofan,350,14800,10.19,511.84,12,Australia,602550900.54,Airbus,10-20,1.4624,12,1721574.0015428571,175.0,4155,15.308399999999999,0.005714285714285714
Cessna 172,2021,1,Piston,4,1285,30.2,2356.06,4,Africa,376114.23,Cessna,0-10,589.015,1,94028.5575,4.0,2039,53.7606,0.25
Boeing 737,2001,2,Turbofan,162,5700,11.14,1422.05,24,Australia,76367363.34,Boeing,20-30,8.778086419753086,12,471403.4774074074,81.0,4132,25.360500000000002,0.012345679012345678
Cessna 172,1998,1,Piston,4,1285,19.35,2846.15,27,Asia,151583.23,Cessna,20-30,711.5375,1,37895.8075,4.0,2039,47.8115,0.25
Airbus A350,2013,2,Turbofan,350,14800,2.03,3611.5,12,Asia,527279139.64,Airbus,10-20,10.31857142857143,12,1506511.827542857,175.0,4155,38.145,0.005714285714285714
Airbus A350,1984,2,Turbofan,350,14800,9.87,3140.42,41,Australia,390457597.59,Airbus,40+,8.972628571428572,12,1115593.1359714286,175.0,4155,41.2742,0.005714285714285714
Airbus A320,1996,2,Turbofan,180,6300,6.45,2480.85,29,South America,80769163.48,Airbus,20-30,13.782499999999999,12,448717.5748888889,90.0,4155,31.258499999999998,0.011111111111111112
Bombardier CRJ200,2003,2,Turbofan,50,3000,6.38,960.44,22,Africa,13982497.41,Bombardier,20-30,19.2088,12,279649.9482,25.0,2051,15.9844,0.04
Boeing 777,2009,2,Turbofan,396,15600,3.53,1668.39,16,Australia,646899074.79,Boeing,10-20,4.213106060606061,12,1633583.5221969697,198.0,4132,20.213900000000002,0.005050505050505051
Cessna 172,2018,1,Piston,4,1285,45.1,4330.57,7,South America,413109.52,Cessna,0-10,1082.6425,1,103277.38,4.0,2039,88.4057,0.25
Boeing 777,2005,2,Turbofan,396,15600,4.93,1663.94,20,Asia,436665818.65,Boeing,10-20,4.201868686868687,12,1102691.4612373738,198.0,4132,21.5694,0.005050505050505051
Bombardier CRJ200,2000,2,Turbofan,50,3000,9.5,595.44,25,South America,12632372.12,Bombardier,20-30,11.908800000000001,12,252647.44239999997,25.0,2051,15.4544,0.04
Airbus A350,2023,2,Turbofan,350,14800,4.63,3511.23,2,Africa,695125778.1,Airbus,0-10,10.032085714285714,12,1986073.6517142858,175.0,4155,39.7423,0.005714285714285714
Cessna 172,1997,1,Piston,4,1285,21.54,4494.16,28,South America,189945.77,Cessna,20-30,1123.54,1,47486.4425,4.0,2039,66.4816,0.25
Airbus A350,1992,2,Turbofan,350,14800,2.96,1642.12,33,Australia,347548436.82,Airbus,30-40,4.691771428571428,12,992995.5337714285,175.0,4155,19.3812,0.005714285714285714
Cessna 172,1995,1,Piston,4,1285,44.38,1826.47,30,Asia,229659.39,Cessna,20-30,456.6175,1,57414.8475,4.0,2039,62.6447,0.25
Cessna 172,2008,1,Piston,4,1285,28.22,971.87,17,Europe,310399.61,Cessna,10-20,242.9675,1,77599.9025,4.0,2039,37.9387,0.25
Airbus A320,2005,2,Turbofan,180,6300,11.38,1531.65,20,Asia,100088441.77,Airbus,10-20,8.509166666666667,12,556046.8987222222,90.0,4155,26.6965,0.011111111111111112
Boeing 737,2014,2,Turbofan,162,5700,2.52,628.61,11,Asia,103512569.51,Boeing,10-20,3.880308641975309,12,638966.4784567902,81.0,4132,8.8061,0.012345679012345678
Cessna 172,1989,1,Piston,4,1285,21.05,857.82,36,Africa,196133.51,Cessna,30-40,214.455,1,49033.3775,4.0,2039,29.6282,0.25
Boeing 737,2004,2,Turbofan,162,5700,12.03,2322.19,21,Africa,65966376.63,Boeing,20-30,14.334506172839507,12,407199.8557407408,81.0,4132,35.2519,0.012345679012345678
Airbus A320,1980,2,Turbofan,180,6300,4.05,1136.31,45,Asia,86946098.71,Airbus,40+,6.312833333333333,12,483033.8817222222,90.0,4155,15.4131,0.011111111111111112
Airbus A350,2000,2,Turbofan,350,14800,13.08,1193.02,25,North America,479835911.49,Airbus,20-30,3.4086285714285713,12,1370959.7471142858,175.0,4155,25.010199999999998,0.005714285714285714
Boeing 777,2008,2,Turbofan,396,15600,6.77,1980.77,17,Australia,457871347.96,Boeing,10-20,5.001944444444445,12,1156240.7776767677,198.0,4132,26.5777,0.005050505050505051
Cessna 172,2006,1,Piston,4,1285,25.55,3008.55,19,North America,259636.19,Cessna,10-20,752.1375,1,64909.0475,4.0,2039,55.63550000000001,0.25
Boeing 777,2011,2,Turbofan,396,15600,13.76,1667.46,14,Australia,671365421.13,Boeing,10-20,4.210757575757576,12,1695367.2250757576,198.0,4132,30.434600000000003,0.005050505050505051
Cessna 172,2005,1,Piston,4,1285,27.41,2062.52,20,North America,244237.63,Cessna,10-20,515.63,1,61059.4075,4.0,2039,48.0352,0.25
Boeing 777,2002,2,Turbofan,396,15600,11.78,1561.75,23,Africa,461917599.84,Boeing,20-30,3.9438131313131315,12,1166458.5854545454,198.0,4132,27.3975,0.005050505050505051
Boeing 777,1986,2,Turbofan,396,15600,12.56,2720.11,39,Europe,437441312.74,Boeing,30-40,6.868964646464647,12,1104649.7796464646,198.0,4132,39.7611,0.005050505050505051
Boeing 777,2010,2,Turbofan,396,15600,10.5,1123.03,15,Africa,687472568.22,Boeing,10-20,2.8359343434343436,12,1736041.838939394,198.0,4132,21.7303,0.005050505050505051
Boeing 777,1980,2,Turbofan,396,15600,9.71,635.46,45,Asia,390974972.73,Boeing,40+,1.6046969696969697,12,987310.5371969697,198.0,4132,16.064600000000002,0.005050505050505051
Boeing 737,2004,2,Turbofan,162,5700,12.93,3005.28,21,South America,84677857.68,Boeing,20-30,18.551111111111112,12,522702.82518518524,81.0,4132,42.9828,0.012345679012345678
Airbus A350,2001,2,Turbofan,350,14800,7.31,4492.73,24,South America,431754339.05,Airbus,20-30,12.836371428571427,12,1233583.825857143,175.0,4155,52.2373,0.005714285714285714
Airbus A350,2013,2,Turbofan,350,14800,10.19,1118.45,12,Europe,536778444.77,Airbus,10-20,3.1955714285714287,12,1533652.699342857,175.0,4155,21.374499999999998,0.005714285714285714
Boeing 777,2023,2,Turbofan,396,15600,10.84,621.48,2,Asia,806995730.0,Boeing,0-10,1.5693939393939393,12,2037868.005050505,198.0,4132,17.0548,0.005050505050505051
Boeing 777,1984,2,Turbofan,396,15600,9.81,3568.32,41,Africa,326922205.18,Boeing,40+,9.010909090909092,12,825561.1241919192,198.0,4132,45.4932,0.005050505050505051
Airbus A350,2002,2,Turbofan,350,14800,13.63,3821.71,23,North America,432995355.88,Airbus,20-30,10.91917142857143,12,1237129.5882285715,175.0,4155,51.847100000000005,0.005714285714285714
Boeing 777,1986,2,Turbofan,396,15600,12.3,3603.21,39,Europe,358399204.86,Boeing,30-40,9.099015151515152,12,905048.4971212122,198.0,4132,48.3321,0.005050505050505051
Airbus A320,1996,2,Turbofan,180,6300,9.99,4388.56,29,North America,70408856.07,Airbus,20-30,24.38088888888889,12,391160.31149999995,90.0,4155,53.875600000000006,0.011111111111111112
Boeing 777,1984,2,Turbofan,396,15600,8.81,1553.73,41,South America,355947275.1,Boeing,40+,3.9235606060606063,12,898856.7553030304,198.0,4132,24.3473,0.005050505050505051
Cessna 172,2019,1,Piston,4,1285,11.69,3447.08,6,Africa,420401.71,Cessna,0-10,861.77,1,105100.4275,4.0,2039,46.160799999999995,0.25
Boeing 777,1980,2,Turbofan,396,15600,10.76,1866.61,45,Europe,381111307.35,Boeing,40+,4.713661616161616,12,962402.2912878789,198.0,4132,29.426099999999998,0.005050505050505051
Airbus A320,1992,2,Turbofan,180,6300,10.77,4455.92,33,South America,74263574.19,Airbus,30-40,24.755111111111113,12,412575.41216666665,90.0,4155,55.3292,0.011111111111111112
Airbus A350,2014,2,Turbofan,350,14800,4.74,2745.13,11,Africa,663680213.38,Airbus,10-20,7.843228571428572,12,1896229.1810857144,175.0,4155,32.191300000000005,0.005714285714285714
Boeing 737,2012,2,Turbofan,162,5700,8.26,1198.91,13,Europe,80635309.85,Boeing,10-20,7.400679012345679,12,497748.82623456785,81.0,4132,20.2491,0.012345679012345678
Boeing 777,2010,2,Turbofan,396,15600,8.2,2340.38,15,Asia,670370787.08,Boeing,10-20,5.910050505050505,12,1692855.522929293,198.0,4132,31.6038,0.005050505050505051
Bombardier CRJ200,1984,2,Turbofan,50,3000,3.52,3451.06,41,Africa,11645336.33,Bombardier,40+,69.0212,12,232906.7266,25.0,2051,38.03060000000001,0.04
Boeing 737,1995,2,Turbofan,162,5700,6.08,1835.05,30,Africa,73044232.38,Boeing,20-30,11.327469135802469,12,450890.3233333333,81.0,4132,24.430500000000002,0.012345679012345678
Airbus A320,1982,2,Turbofan,180,6300,12.27,4655.79,43,South America,92533687.23,Airbus,40+,25.8655,12,514076.0401666667,90.0,4155,58.8279,0.011111111111111112
Boeing 777,1997,2,Turbofan,396,15600,13.59,4355.81,28,Europe,374041485.15,Boeing,20-30,10.999520202020204,12,944549.2049242423,198.0,4132,57.1481,0.005050505050505051
Airbus A320,2012,2,Turbofan,180,6300,9.43,1467.56,13,Australia,135290582.28,Airbus,10-20,8.15311111111111,12,751614.346,90.0,4155,24.1056,0.011111111111111112
Airbus A350,1983,2,Turbofan,350,14800,7.03,3603.06,42,Europe,319194566.72,Airbus,40+,10.294457142857143,12,911984.4763428572,175.0,4155,43.0606,0.005714285714285714
Boeing 737,2001,2,Turbofan,162,5700,2.32,4292.99,24,Australia,87287070.16,Boeing,20-30,26.499938271604936,12,538809.0750617284,81.0,4132,45.2499,0.012345679012345678
Boeing 737,2014,2,Turbofan,162,5700,12.99,1080.56,11,South America,98127557.2,Boeing,10-20,6.670123456790123,12,605725.661728395,81.0,4132,23.7956,0.012345679012345678
Bombardier CRJ200,2014,2,Turbofan,50,3000,6.57,4499.83,11,Europe,22933487.76,Bombardier,10-20,89.9966,12,458669.7552,25.0,2051,51.5683,0.04
Boeing 737,2018,2,Turbofan,162,5700,10.25,3352.3,7,North America,107552443.34,Boeing,0-10,20.69320987654321,12,663903.9712345679,81.0,4132,43.773,0.012345679012345678
Bombardier CRJ200,1984,2,Turbofan,50,3000,4.38,4622.03,41,Europe,11039703.87,Bombardier,40+,92.44059999999999,12,220794.07739999998,25.0,2051,50.600300000000004,0.04
Boeing 777,2022,2,Turbofan,396,15600,8.24,1281.09,3,South America,797903229.1,Boeing,0-10,3.2350757575757574,12,2014907.1441919194,198.0,4132,21.0509,0.005050505050505051
Boeing 737,2017,2,Turbofan,162,5700,12.46,2029.02,8,Africa,102521710.75,Boeing,0-10,12.524814814814814,12,632850.0663580247,81.0,4132,32.7502,0.012345679012345678
Bombardier CRJ200,1984,2,Turbofan,50,3000,7.05,3154.15,41,South America,12296416.86,Bombardier,40+,63.083,12,245928.33719999998,25.0,2051,38.5915,0.04
Airbus A350,2018,2,Turbofan,350,14800,11.62,3609.29,7,Africa,672122232.08,Airbus,0-10,10.312257142857142,12,1920349.2345142858,175.0,4155,47.7129,0.005714285714285714
Cessna 172,2011,1,Piston,4,1285,10.85,644.41,14,Europe,300079.13,Cessna,10-20,161.1025,1,75019.7825,4.0,2039,17.2941,0.25
Boeing 777,2001,2,Turbofan,396,15600,6.81,1981.13,24,Europe,425262148.56,Boeing,20-30,5.002853535353536,12,1073894.3145454545,198.0,4132,26.6213,0.005050505050505051
Cessna 172,1997,1,Piston,4,1285,44.65,3867.27,28,Asia,229960.43,Cessna,20-30,966.8175,1,57490.1075,4.0,2039,83.3227,0.25
Airbus A320,2003,2,Turbofan,180,6300,11.6,3946.55,22,Africa,106084343.01,Airbus,20-30,21.92527777777778,12,589357.4611666667,90.0,4155,51.06550000000001,0.011111111111111112
Cessna 172,1997,1,Piston,4,1285,23.43,2640.87,28,South America,234314.53,Cessna,20-30,660.2175,1,58578.6325,4.0,2039,49.8387,0.25
Boeing 737,1999,2,Turbofan,162,5700,9.55,4816.87,26,North America,58288156.67,Boeing,20-30,29.733765432098764,12,359803.4362345679,81.0,4132,57.7187,0.012345679012345678
Boeing 737,2009,2,Turbofan,162,5700,2.18,4606.37,16,Europe,95428887.97,Boeing,10-20,28.43438271604938,12,589067.209691358,81.0,4132,48.2437,0.012345679012345678
Boeing 777,2004,2,Turbofan,396,15600,14.14,3339.47,21,Australia,511181857.06,Boeing,20-30,8.43300505050505,12,1290863.2754040405,198.0,4132,47.5347,0.005050505050505051
Airbus A350,1999,2,Turbofan,350,14800,5.13,3154.61,26,South America,398234807.65,Airbus,20-30,9.013171428571429,12,1137813.736142857,175.0,4155,36.676100000000005,0.005714285714285714
Boeing 737,2016,2,Turbofan,162,5700,2.94,4579.18,9,North America,93326617.26,Boeing,0-10,28.266543209876545,12,576090.23,81.0,4132,48.7318,0.012345679012345678
Airbus A350,2020,2,Turbofan,350,14800,12.01,3219.76,5,Australia,603336846.34,Airbus,0-10,9.199314285714287,12,1723819.5609714286,175.0,4155,44.2076,0.005714285714285714
Airbus A320,2016,2,Turbofan,180,6300,4.58,1392.41,9,North America,123766047.14,Airbus,0-10,7.735611111111112,12,687589.1507777778,90.0,4155,18.5041,0.011111111111111112
Bombardier CRJ200,1981,2,Turbofan,50,3000,9.94,1088.01,44,North America,13437225.12,Bombardier,40+,21.7602,12,268744.5024,25.0,2051,20.8201,0.04
Cessna 172,2020,1,Piston,4,1285,48.12,2895.59,5,South America,443774.69,Cessna,0-10,723.8975,1,110943.6725,4.0,2039,77.0759,0.25
Boeing 737,1988,2,Turbofan,162,5700,14.45,4462.4,37,Australia,69408741.15,Boeing,30-40,27.545679012345676,12,428449.0194444445,81.0,4132,59.074,0.012345679012345678
Airbus A350,1980,2,Turbofan,350,14800,6.42,3932.94,45,Europe,362042510.97,Airbus,40+,11.23697142857143,12,1034407.1742000001,175.0,4155,45.7494,0.005714285714285714
Bombardier CRJ200,2019,2,Turbofan,50,3000,10.87,979.67,6,North America,21289860.01,Bombardier,0-10,19.5934,12,425797.2002,25.0,2051,20.6667,0.04
Boeing 777,1989,2,Turbofan,396,15600,10.84,2751.64,36,Australia,368301837.31,Boeing,30-40,6.948585858585858,12,930055.1447222222,198.0,4132,38.3564,0.005050505050505051
Boeing 737,1994,2,Turbofan,162,5700,9.71,4668.02,31,Asia,55747077.63,Boeing,30-40,28.81493827160494,12,344117.76314814814,81.0,4132,56.39020000000001,0.012345679012345678
Boeing 777,2013,2,Turbofan,396,15600,7.69,3592.82,12,South America,705883862.3,Boeing,10-20,9.072777777777778,12,1782535.0058080808,198.0,4132,43.6182,0.005050505050505051
Airbus A320,2001,2,Turbofan,180,6300,7.1,4356.19,24,South America,65851215.05,Airbus,20-30,24.201055555555552,12,365840.0836111111,90.0,4155,50.661899999999996,0.011111111111111112
Boeing 777,2019,2,Turbofan,396,15600,14.4,4150.05,6,Asia,645581967.88,Boeing,0-10,10.479924242424243,12,1630257.4946464647,198.0,4132,55.9005,0.005050505050505051
Airbus A350,1992,2,Turbofan,350,14800,8.18,1972.74,33,North America,394688419.49,Airbus,30-40,5.6364,12,1127681.198542857,175.0,4155,27.9074,0.005714285714285714
